From St,Install Yr,Street,To St,Update Yr,Miles
METSON RD,0,Middle Dr,SOUTH DR,0,"0,653030303"
METSON RD,2012,Martin Luther King Jr Dr,SUNSET BLVD,0,"0,306060606"
MID-BLOCK CROSSING,2004,King St,3RD ST,0,"0,084659091"
MIDDLE DR,0,Transverse Dr,OVERLOOK DR,2016,"0,315530303"
MIDDLE DR,0,Transverse Dr,SOUTH DR,2016,"0,302272727"
MIDDLE DR,2012,Martin Luther King Jr Dr,CHAIN OF LAKES ACCESS RD,0,"0,285606061"
MIDDLE EAST DR,2012,Bowling Green Dr,MARTIN LUTHER KING JR DR,0,"0,503787879"
MIDDLE EAST DR,2012,John F Kennedy Dr,CONSERVATORY WEST DR,0,"0,322348485"
MIDDLEFIELD DR,0,Lake Merced Blvd,WINSTON DR,0,"0,475378788"
MIDDLEFIELD DR,2016,Ocean Ave,SYLVAN DR,,"0,096590909"
MIGUEL ST,,Richland Ave,MISSION ST,2015,"0,305303030"
MIGUEL ST,2010,Chenery St,MATEO ST,0,"0,179924242"
MILTON ST,2010,San Jose Ave,ROUSSEAU ST,2014,"0,051515152"
MILTON ST,2011,Bosworth St,ROUSSEAU ST,0,"0,094318182"
MINNA ST,0,2nd St,NATOMA ST,2019,"0,072727273"
MINNA ST,2003,7th St,NATOMA ST,2017,"0,035984848"
MINNA ST,2003,8th St,NATOMA ST,2017,"0,035606061"
MINNA ST,2003,11th St,NATOMA ST,0,"0,073106061"
MINNA ST,2009,5th St,NATOMA ST,2015,"0,036174242"
MINNA ST,2009,5th St,NATOMA ST,2020,"0,036174242"
MINNA ST,2010,10th St,NATOMA ST,0,"0,035795455"
MINNESOTA ST,0,23rd St,INDIANA ST,0,"0,102651515"
MINNESOTA ST,2003,Cesar Chavez St,INDIANA ST,0,"0,104545455"
MINNESOTA ST,2010,Mariposa St,INDIANA ST,0,"0,105681818"
MINT PLZ,2009,5th St,JESSIE ST,2020,"0,026136364"
MIRAMAR AV,0,Holloway Ave,CAPITOL AV,0,"0,111742424"
MIRAMAR AV,2006,Ocean Ave,CAPITOL AV,0,"0,115909091"
MIRAMAR AV,2012,Monterey Blvd,FAXON AV,0,"0,025568182"
MISSION BAY BLVD,2011,4th St,MISSION BAY BLVD,2021,"0,062878788"
MISSION BAY BLVD,2011,4th St,NELSON RISING LN,0,"0,123863636"
MISSION BAY BLVD NORTH,2019,Mission Bay Circle,CHANNEL,,"0,016666667"
MISSION BAY BLVD NORTH,2019,Mission Bay Circle,MISSION BAY BLVD SOUTH,,"0,031060606"
MISSION BAY BLVD SOUTH,2019,Mission Bay Circle,OWENS ST,,"0,012878788"
MISSION BAY CIR,2013,Mission Bay Dr,BERRY EXTENSION ST,,"0,260416667"
MISSION ROCK ST,2003,Terry Francois St,ILLINOIS ST,2019,"1,351515152"
MISSION ROCK ST,2011,4th St,CHINA BASIN ST,0,"0,129166667"
MISSION ST,0,2nd St,MINNA ST,2019,"0,083712121"
MISSION ST,0,Richland Ave,LEESE ST,2015,"0,145833333"
MISSION ST,2000,14th St,MINNA ST,2003,"0,041477273"
MISSION ST,2000,14th St,WOODWARD ST,2003,"0,04375"
MISSION ST,2003,7th St,MINNA ST,2017,"0,041477273"
MISSION ST,2003,8th St,MINNA ST,2017,"0,042045455"
MISSION ST,2003,11th St,MINNA ST,2017,"0,081818182"
MISSION ST,2004,Geneva Ave,LONDON ST,0,"0,103787879"
MISSION ST,2004,The Embarcadero,WASHINGTON ST,0,"0,256628788"
MISSION ST,2004,The Embarcadero,WASHINGTON ST,2018,"0,256628788"
MISSION ST,2005,Silver Ave,LISBON ST,0,"0,290909091"
MISSION ST,2009,5th St,MINNA ST,2020,"0,084848485"
MISSION ST,2010,10th St,MINNA ST,0,"0,041666667"
MISSION ST,2010,22nd St,BARTLETT ST,0,"0,121969697"
MISSION ST,2011,16th St,WIESE ST,0,"0,089393939"
MISSION ST,2011,17th St,HOFF ST,0,"0,101136364"
MISSION ST,2014,Cesar Chavez St,BARTLETT ST,2014,"0,052272727"
MISSION ST,2014,Cesar Chavez St,VALENCIA ST,2014,"0,114393939"
MISSION ST,2020,Beale St,HOWARD ST,,"0,238636364"
MISSISSIPPI ST,2012,Cesar Chavez St,MISSOURI ST,0,"0,215909091"
MISSOURI ST,2012,Cesar Chavez St,CONNECTICUT ST,0,"0,106060606"
MISSOURI ST,2017,17th St,TEXAS ST,,"0,106060606"
MISTRAL ST,1996,Harrison St,20TH ST,2016,"0,143181818"
MONCADA WY,2012,Cerritos Ave,MERCEDES WY,0,"0,229166667"
MONTECITO AV,2012,Monterey Blvd,HAZELWOOD AV,0,"0,072916667"
MONTEREY BLVD,2010,Circular Ave,HEARST AV,0,"0,246969697"
MONTEREY BLVD,2010,San Benito Wy,DARIEN WY,0,"0,180303030"
MONTEREY BLVD,2010,San Jose Ave,SAN JOSE AVE ON RAMP,2014,"0,204924242"
MONTGOMERY ST,,Lincoln Blvd,TAYLOR ST,,"0,044507576"
MONTGOMERY ST,,Lincoln St,BANK ST,,"0,055681818"
MONTGOMERY ST,,Moraga Ave,DRIVEWAY,,"0,084469697"
MONTGOMERY ST,0,Sheridan Ave,TAYLOR RD,0,"0,091666667"
MONTGOMERY ST,2005,Broadway,ROWLAND ST,0,"0,090530303"
MONTGOMERY ST,2005,Columbus Ave,GIBB ST,0,"0,110227273"
MONTGOMERY ST,2006,Market St,GEARY ST,0,"0,126893939"
MONTGOMERY ST,2010,Post St,LICK PL,,"0,076136364"
MONTGOMERY ST,2010,Sutter St,TRINITY ST,0,"0,018939394"
MONTICELLO ST,2011,19th Ave,CHESTER AV,0,"0,042424242"
MONTICELLO ST,2014,Holloway Ave,BEVERLY ST,2014,"0,098106061"
MORAGA AV,0,Arguello Blvd,HARDIE AV,0,"0,069696970"
MORAGA AVE,,Funston Ave,PRESIDIO BLVD,,"0,2125"
MORAGA ST,2003,7th Ave,NORIEGA ST,,"0,273484848"
MORAGA ST,2003,7th Ave,NORIEGA ST,0,"0,019696970"
MORAGA ST,2010,20th Ave,NORIEGA ST,2020,"0,257954545"
MORAGA ST,2011,34th Ave,NORIEGA ST,0,"0,257954545"
MORGAN AL,2010,Corbett Ave,DIXIE AL,0,"0,134469697"
MORGAN ALLEY,2012,Grand View Ave,HOFFMAN AVE,0,"0,047348485"
MORNINGSIDE DR,2010,Clearfield Dr,OCEAN AV,0,"0,244696970"
MORNINGSIDE DR,2010,Ocean Ave,GELLERT DR,2016,"0,092424242"
MOSCOW ST,2002,Geneva Ave,MUNICH ST,0,"0,097348485"
MOSS ST,2003,Folsom St,7TH ST,2018,"0,042424242"
MOSS ST,2003,Howard St,7TH ST,2018,"0,042803030"
MOULTRIE ST,0,Crescent Ave,ANDERSON ST,0,"0,067803030"
MOUNT VERNO NAVE,2006,Alemany Blvd,OTTAWA AVE,0,"0,176136364"
MUNICH ST,2002,Geneva Ave,PRAGUE ST,0,"0,104545455"
MURRAY ST,0,Crescent Ave,ARNOLD AV,0,"0,067803030"
MYRTLE ST,2003,Polk St,GEARY ST,2019,"0,064393939"
N 15TH ST,,Park Trail,,,"0,239772727"
NAGLEE AV,2003,Alemany Blvd,WHIPPLE AV,0,"0,213257576"
NAPLES ST,2003,Geneva Ave,VIENNA ST,0,"0,102651515"
NAPLES ST,2005,Silver Ave,VIENNA ST,0,"0,119696970"
NATICK ST,0,Arlington St,BOSWORTH ST,0,"0,163636364"
NATICK ST,2010,Chenery St,CASTRO ST,0,"0,061363636"
NATOMA ST,0,2nd St,HOWARD ST,2019,"0,082575758"
NATOMA ST,2000,14th St,MINNA ST,2003,"0,036742424"
NATOMA ST,2003,7th St,HOWARD ST,2017,"0,042803030"
NATOMA ST,2003,8th St,HOWARD ST,2017,"0,042803030"
NATOMA ST,2003,11th St,HOWARD ST,0,"0,084090909"
NATOMA ST,2009,5th St,HOWARD ST,2020,"0,082575758"
NATOMA ST,2010,10th St,HOWARD ST,0,"0,042045455"
NAUMAN RD,2006,Washington Blvd,DEEMS RD,0,"0,122727273"
NELSON AV,2003,San Bruno Ave,HARKNESS AV,0,"0,084090909"
NELSON RISING LN,2011,4th St,GENE FRIEND WY,0,"0,130303030"
NEVADA ST,0,Crescent Ave,PUTNAM ST,0,"0,093939394"
NEW MONTOGOMERY ST,2005,Howard St,2ND ST,2020,"0,055681818"
NEWCOMB AV,2004,Phelps St,OAKDALE AV,0,"0,106060606"
NEWCOMB AV,2012,3rd St,OAKDALE AV,0,"0,113636364"
NEWHALL ST,2003,Evans Ave,3RD ST,0,"0,188636364"
NEWHALL ST,2003,Oakdale Ave,3RD ST,0,"0,204545455"
NEWHALL ST,2010,Palou Ave,3RD ST,0,"0,243181818"
NEWHALL ST,2012,3rd St,JERROLD AVE,0,"0,040530303"
NIAGARA AVE,2006,Alemany Blvd,MOUNT VERNON AVE,0,"0,174621212"
NOE ST,0,17th St,HARTFORD ST,0,"0,122348485"
NOE ST,2003,Market St,17TH ST,2016,"0,312878788"
NOE ST,2010,Clipper St,CASTRO ST,0,"0,242803030"
NOE ST,2010,Jersey St,CASTRO ST,0,"0,243181818"
NORFOLK ST,2003,Folsom St,12TH ST,2018,"0,087121212"
NORFOLK ST,2003,Harrison St,12TH ST,0,"0,056439394"
NORIEGA ST,2010,20th Ave,ORTEGA ST,2020,"0,257575758"
NORIEGA ST,2011,34th Ave,ORTEGA ST,0,"0,258333333"
NORTH POINT ST,0,Laguna St,MARINA BLVD,0,"0,134090909"
NORTH POINT ST,0,Van Ness Ave,END:NORTH,0,"0,439015152"
NORTON ST,2006,Alemany Blvd,SAN JUAN AVE,0,"0,090530303"
O FARRELL ST,2003,Polk St,MYRTLE ST,2019,"0,065909091"
O FARRELL ST,2003,Webster St,GEARY BLVD,,"0,148106061"
O FARRELL ST,2010,Steiner St,GEARY BLVD,0,"0,149242424"
O SHAUGHNESSY BLVD,2011,Portola Dr,TERESITA BLVD,0,"0,087121212"
O'REILLY AVE,,Gorgas Ave,PARKING GARAGE,,"0,078030303"
OAK ST,0,Masonic Ave,PAGE ST,0,"0,131060606"
OAK ST,2006,Octavia St,HICKORY ST,0,"0,065151515"
OAK ST,2009,Scott St,FELL ST,2015,"0,129924242"
OAK ST,2010,Baker St,FELL ST,0,"0,128787879"
OAK ST,2010,Webster St,HICKORY ST,0,"0,065151515"
OAK ST,2019,,PAGE ST,,"0,131060606"
OAKDALE AV,2005,Quint St,DRUMMOND AL,0,"0,053787879"
OAKDALE AV,2012,3rd St,PALOU AV,0,"0,112121212"
OAKDALE AV,2012,Bayshore Blvd,FLOWER ST,0,"0,088257576"
OAKDALE AVE,0,Phelps St,PALOU AVE,0,"0,106060606"
OAKDALE AVE,2005,Loomis St,FLOWER ST,0,"0,064393939"
OCEAN AV,0,Sunset Blvd,LAKE MERCED BLVD,0,"0,320075758"
OCEAN AV,2010,20th Ave,EUCALYPTUS DR,0,"0,219318182"
OCEAN AV,2010,Clearfield Dr,EUCALYPTUS DR,0,"0,180681818"
OCEAN AV,2010,Geneva Ave,HOWTH ST,0,"0,282954545"
OCEAN AV,2010,Howth St,GENEVA AV,0,"0,135984848"
OCEAN AV,2011,Phelan Ave,JUDSON AV,0,"0,720833333"
OCEAN AVE,2006,Alemany Blvd,LEO ST,0,"0,108712121"
OCTAVIA BLVD NB,2020,Hayes St,OCTAVIA BLVD SB,,"0,014393939"
OCTAVIA ST,0,Bay St,LAGUNA ST,0,"0,182196970"
OCTAVIA ST,0,Broadway,LAGUNA ST,0,"0,182196970"
OCTAVIA ST,0,Sutter St,LAGUNA ST,0,"0,184848485"
OCTAVIA ST,2003,Fulton St,LAGUNA ST,0,"0,182196970"
OCTAVIA ST,2003,Market St,PEARL ST,2014,"0,057954545"
OCTAVIA ST,2006,Page St,LAGUNA ST,2020,"0,194318182"
OCTAVIA ST,2009,Greenwich St,LAGUNA ST,0,"0,182196970"
OGDEN AV,2012,Putnam St,CRESCENT AV,0,"0,093939394"
OLD MASON ST,,Marina Blvd,GORGAS AVE,,"0,5375"
OLD MASON ST,,Mason St Trail,YACHT RD,,"2,554924242"
OLD MASON ST,2003,Mason St,MARSHALL ST,,"0,176893939"
OLIVE ST,2003,Polk St,O FARRELL ST,2019,"0,064015152"
OLMSTEAD ST,2012,San Bruno Ave,WARE ST,0,"0,067424242"
OLNEY AV,2003,San Bruno Ave,WILDE AV,0,"0,106818182"
ONONDAGA AV,2010,Ocean Ave,DELANO AV,0,"0,079545455"
ONONDAGA AVE,2006,Alemany Blvd,SENECA AVE,0,"0,5125"
OPHIR AL,2010,Post St,JONES ST,0,"0,068560606"
ORD ST,0,Corbett Ave,HATTIE ST,0,"0,103030303"
ORD ST,0,Sheridan Ave,RILEY AV,0,"0,056818182"
ORDWAY ST,2003,San Bruno Ave,WARD ST,0,"0,175"
ORIZABA AV,2011,Sagamore St,ALEMANY BLVD,0,"0,050757576"
ORIZABA AV,2012,Alemany Blvd,CRYSTAL ST,,"0,131060606"
ORIZABA AV,2012,Alemany Blvd,HABITAT TER,,"0,068939394"
ORIZABA AV,2012,Alemany Blvd,SAGAMORE ST,0,"0,066287879"
ORIZABA AV,2014,Holloway Ave,BRIGHT ST,2014,"0,098484848"
ORTEGA ST,2010,20th Ave,PACHECO ST,2020,"0,257954545"
ORTEGA ST,2011,34th Ave,PACHECO ST,0,"0,257196970"
OSGOOD PL,2005,Broadway,BARTOL ST,0,"0,049242424"
OTIS ST,2011,McCoppin St,JESSIE ST,0,"0,085227273"
OTSEGO AV,2010,Ocean Ave,ONONDAGA AV,0,"0,166287879"
OTTAWA AV,2003,Alemany Blvd,FOOTE AV,0,"0,180681818"
OVERLOOK DR,0,Transverse Dr,JOHN F KENNEDY DR,2016,"0,097727273"
OWENS ST,2003,16th St,7TH ST,,"0,263257576"
OWENS ST,2019,Mission Bay Circle,MISSION BAY BLVD SOUTH,,"0,014204545"
OXFORD ST,2005,Silver Ave,CAMBRIDGE ST,0,"0,115151515"
PACHECO ST,2003,Dewey Blvd,CLAREMONT BLVD,0,"0,356060606"
PACHECO ST,2010,20th Ave,QUINTARA ST,2020,"0,257575758"
PACHECO ST,2011,34th Ave,QUINTARA ST,0,"0,257575758"
PACIFIC AV,0,Presidio Blvd,WEST BROADWAY ST,0,"0,162121212"
PACIFIC AV,0,Stockton St,STARK ST,0,"0,087121212"
PACIFIC AV,2005,Columbus Ave,JACK KEROUAC AL,0,"0,103787879"
PACIFIC AV,2005,Polk St,BROADWAY,2019,"0,128409091"
PACIFIC AV,2006,Presidio Blvd,JACKSON ST,0,"0,122727273"
PACIFIC AV,2010,Mason St,BROADWAY,0,"0,117424242"
PACIFIC AV,2010,Powell St,FISHER AL,0,"0,059469697"
PACIFIC AV,2010,Steiner St,BROADWAY,0,"0,128787879"
PACIFIC AV,2010,Webster St,BROADWAY,0,"0,128030303"
PACIFIC AVE,1971,Front St,BROADWAY,0,"0,128787879"
PAGE ST,,Ashbury St,OAK ST,,"0,131818182"
PAGE ST,0,Ashbury St,HAIGHT ST,0,"0,129545455"
PAGE ST,2003,Market St,FRANKLIN ST,2015,"0,034280303"
PAGE ST,2003,Market St,FRANKLIN ST,2020,"0,034280303"
PAGE ST,2003,Scott St,OAK ST,2015,"0,129545455"
PAGE ST,2006,Octavia St,LILY ST,0,"0,065151515"
PAGE ST,2010,Baker St,OAK ST,0,"0,130303030"
PAGE ST,2010,Clayton St,HAIGHT ST,0,"0,130303030"
PAGE ST,2010,Clayton St,OAK ST,,"0,131060606"
PAGE ST,2010,Webster St,OAK ST,0,"0,130303030"
PALM AV,2015,Euclid St,JORDAN AV,,"0,121590909"
PALOMA AV,2006,Ocean Ave,SANTA ANA AV,0,"0,068181818"
PALOS PL,2011,Sloat Blvd,ELMIRASOL PL,2012,"0,104545455"
PALOU AV,2010,Keith St,QUESADA AV,0,"0,106060606"
PALOU AV,2012,3rd St,QUESADA AV,0,"0,113257576"
PARAISO PL,2011,Sloat Blvd,GOLETA AV,2012,"0,095075758"
PARIS ST,2003,Geneva Ave,LISBON ST,0,"0,102651515"
PARK BLVD,,Park Blvd,WYMAN AV,,"0,016287879"
PARK BLVD,2006,Washington Blvd,NAUMAN RD,0,"0,675378788"
PARK PRESIDIO BLVD,2003,Cabrillo St,14TH AV,0,"0,057954545"
PARK PRESIDIO BLVD,2003,Lake St,14TH AV,0,"0,068939394"
PARK PRESIDIO BLVD,2021,Anza Street,FUNSTON AVE,,"0,058712121"
PARK RD,2003,Lincoln Blvd,PATTEN RD,0,"0,425378788"
PARKER AV,2003,Turk St,BEAUMONT AV,0,"0,104924242"
PARKER AV,2015,Euclid St,SPRUCE ST,,"0,105681818"
PARKER AVE,2021,Anza Street,SPRUCE ST,,"0,108712121"
PARKING GARAGE,,Gorgas Ave,GORGAS AVE,,"0,135227273"
PARNASSUS AV,2010,Clayton St,ASHBURY ST,0,"0,342045455"
PARNASSUS AVE,1998,6th Ave,KIRKHAM ST,,"0,257575758"
PARQUE DR,2004,Geneva Ave,CIELITO DR,0,"0,075378788"
PATTEN RD,0,Mcdowell Ave,COWLES ST,0,"0,113636364"
PATTEN RD,0,Mcdowell Ave,LINCOLN BLVD,0,"0,175757576"
PAUL AV,0,3rd St,HOLLISTER AV,2016,"0,052462121"
PAUL AV,2012,San Bruno Ave,OLMSTEAD ST,0,"0,157954545"
PAYSON AV,0,Saint Charles Ave,ALEMANY BLVD,0,"0,220075758"
PAYSON ST,0,Saint Charles Ave,BROTHERHOOD WY,0,"0,056060606"
PEARL ST,2004,Market St,LAGUNA ST,2018,"0,132196970"
PEMBERTON PL,2010,Clayton St,CORBET AVE,0,"0,046969697"
PENNSYLVANIA AV,2004,Cesar Chavez St,MISSISSIPPI ST,0,"0,106060606"
PENNSYLVANIA AV,2010,Mariposa St,MISSISSIPPI ST,0,"0,107575758"
PERASTO AVE,2021,San Bruno Ave,HUNTER ST,,"0,032954545"
PERINE PL,2010,Steiner St,SACRAMENTO ST,0,"0,064015152"
PERRY ST,2009,5th St,BRYANT ST,2020,"0,157575758"
PERSHING DR,0,Lincoln Blvd,KOBBE AVE,0,"0,691666667"
PHELPS ST,2004,Oakdale Ave,DUNSHEE ST,2015,"0,138257576"
PHELPS ST,2004,Oakdale Ave,NEWHALL ST,,"0,253030303"
PHELPS ST,2006,Evans Ave,QUINT ST,0,"0,252272727"
PHELPS ST,2010,Palou Ave,NEWHALL ST,0,"0,253787879"
PHELPS ST,2012,3rd St,DAVIDSON AV,,"0,038068182"
PHELPS ST,2014,Bayshore Blvd,FITZGERALD AV,0,"0,058333333"
PHELPS ST,2014,Bayshore Blvd,FITZGERALD AV,2017,"0,058333333"
PHOENIX TERR,2010,Pacific Ave,JONES ST,0,"0,080681818"
PIEDMONT ST,0,Ashbury St,CLIFFORD TERR,0,"0,148863636"
PIERCE ST,0,Alhambra St,AVILA ST,2015,"0,095075758"
PIERCE ST,0,Haight St,SCOTT ST,2012,"0,181818182"
PIERCE ST,0,McAllister St,SCOTT ST,0,"0,182196970"
PIERCE ST,2004,Fulton St,SCOTT ST,0,"0,182196970"
PIERCE ST,2004,Post St,SCOTT ST,0,"0,182954545"
PIERCE ST,2006,Page St,SCOTT ST,0,"0,181818182"
PIERCE ST,2009,Greenwich St,SCOTT ST,0,"0,182196970"
PIERCE ST,2010,Clay St,SCOTT ST,0,"0,181818182"
PINE ST,2004,Polk St,CALIFORNIA ST,2019,"0,133712121"
PINE ST,2006,Presidio Blvd,BUSH ST,0,"0,130303030"
PINE ST,2009,Sansome St,CALIFORNIA ST,0,"0,132954545"
PINE ST,2010,Battery St,CALIFORNIA ST,0,"0,066477273"
PINE ST,2010,Steiner St,CALIFORNIA ST,0,"0,133333333"
PINEHURST WY,2006,Ocean Ave,WESTGATE DR,0,"0,091287879"
PINO AL,2010,Kirkham St,36TH AV,0,"0,059090909"
PIXLEY ST,2010,Steiner St,GREENWICH ST,0,"0,064772727"
PLAZA ST,2010,Laguna Honda Blvd,DEWEY BLVD,0,"0,139583333"
PLAZA ST,2010,Laguna Honda Blvd,DEWEY BLVD,2016,"0,139583333"
PLEASANT ST,2010,Taylor St,CLAY ST,0,"0,061363636"
PLYMOUTH AV,0,Holloway Ave,GRANADA AV,0,"0,112121212"
PLYMOUTH AV,2004,Sagamore St,CAPITOL AV,0,"0,325378788"
PLYMOUTH AV,2006,Ocean Ave,GRANADA AV,0,"0,073863636"
PLYMOUTH AV,2006,Ocean Ave,PLYMOUTH AV,0,"0,041287879"
PLYMOUTH AV,2012,Monterey Blvd,MIRAMAR AV,0,"0,044507576"
PLYMOUTH AV,2012,Monterey Blvd,YERBA BUENA AV,0,"0,068371212"
POINT LOBOS AV,2013,Great Hwy,BALBOA ST,0,"0,244696970"
POLK ST,0,Broadway,VAN NESS AV,0,"0,182196970"
POLK ST,0,McAllister St,VAN NESS AV,0,"0,182575758"
POLK ST,2004,Francisco St,VAN NESS AV,0,"0,182196970"
POLK ST,2004,Grove St,VAN NESS AV,0,"0,184469697"
POLK ST,2004,Market St,11TH ST,2011,"0,184469697"
POLK ST,2010,Green St,VAN NESS AV,0,"0,182196970"
POLK ST,2010,North Point St,VAN NESS AV,0,"0,182196970"
POLK ST,2010,Post St,VAN NESS AV,0,"0,182196970"
POLK ST,2010,Sutter St,VAN NESS AV,0,"0,091098485"
POLK ST,2016,Golden Gate Ave,LARKIN ST,2021,"0,092234848"
POLK ST,2018,Turk St,LARKIN ST,2018,"0,091666667"
POND ST,0,17th St,NOE ST,0,"0,090530303"
POND ST,2011,16th St,NOE ST,0,"0,044128788"
POND ST,2011,16th St,PROSPER ST,0,"0,031818182"
POPE ST,,Kobbe Ave,TODD ST,,"0,036363636"
PORTER ST,0,Crescent Ave,BACHE ST,0,"0,068181818"
PORTOLA DR,0,O'Shaughnessy Blvd,DEL VALE AV,0,"1,892803030"
PORTOLA DR,2010,Saint Francis Blvd,JUNIPERO SERRA BLVD,0,"0,046212121"
PORTOLA DR,2010,Santa Clara Ave,SANTA MONICA WY,0,"0,107954545"
POST ST,0,Stockton St,CAMPTON PL,0,"0,033901515"
POST ST,2004,Polk St,HEMLOCK ST,2019,"0,063257576"
POST ST,2004,Webster St,SUTTER ST,,"0,129924242"
POST ST,2006,Presidio Blvd,GEARY BLVD,,"0,142803030"
POST ST,2010,Steiner St,SUTTER ST,0,"0,130303030"
POTOMAC ST,0,Waller St,PIERCE ST,2012,"0,092045455"
POTRERO AV,2010,22nd St,HAMPSHIRE ST,0,"0,106060606"
POTRERO AV,2010,Division St,11TH ST,2017,"0,322727273"
POTRERO AV,2012,17th St,HAMPSHIRE ST,0,"0,110227273"
POWELL ST,0,Broadway Tunnel,LARKIN ST,0,"1,094696970"
POWELL ST,2005,Columbus Ave,FILBERT ST,0,"0,061363636"
POWELL ST,2010,North Point St,MASON ST,0,"0,182196970"
POWELL ST,2010,Pacific Ave,KEYES AL,0,"0,048106061"
POWELL ST,2010,Post St,MASON ST,0,"0,183712121"
POWELL ST,2010,Sutter St,MASON ST,0,"0,091287879"
PRAGUE ST,2012,Geneva Ave,LINDA VISTA SP,0,"0,253409091"
PRECITA AV,2014,Cesar Chavez St,BRYANT ST,2014,"0,094696970"
PRENTISS ST,0,Crescent Ave,NEVADA ST,0,"0,068181818"
PRESIDIO BLVD,,Funston Ave,MARTINEZ ST,,"0,070833333"
PRESIDIO BLVD,2010,Clay St,WALNUT ST,0,"0,187121212"
PRESIDIO RD,0,Arguello Blvd,JACKSON ST,2016,"0,056439394"
PRINCETON ST,2005,Silver Ave,UNIVERSITY ST,0,"0,115530303"
PROSPER ST,0,17th St,POND ST,0,"0,063636364"
PUTNAM ST,2011,Alemany Blvd,ALEMANY BLVD OFF RAMP,2021,"0,154166667"
PUTNAM ST,2011,Alemany Blvd,CONGDON ST,0,"0,154356061"
PUTNAM ST,2011,Alemany Blvd,FOLSOM ST,0,"0,192992424"
PUTNAM ST,2011,Alemany Blvd,INDUSTRIAL ST OFF RAMP,2021,"0,168939394"
QUANE ST,2010,22nd St,DOLORES ST,0,"0,069696970"
QUESADA AV,2005,Silver Ave,QUINT ST,0,"0,134848485"
QUESADA AV,2010,Keith St,REVERE AV,0,"0,106060606"
QUESADA AV,2012,3rd St,REVERE AV,0,"0,113257576"
QUINT ST,2004,Oakdale Ave,RANKIN ST,0,"0,251515152"
QUINT ST,2006,Evans Ave,RANKIN ST,,"0,25"
QUINT ST,2014,Bayshore Blvd,DONNER AV,0,"0,080681818"
QUINTARA ST,2010,20th Ave,RIVERA ST,2020,"0,257575758"
QUINTARA ST,2011,34th Ave,RIVERA ST,0,"0,257575758"
RACINE LN,2012,San Bruno Ave,ARLETA AV,0,"0,090530303"
RALSTON AV,0,Battery Dynamite Rd,LINCOLN BLVD,0,"0,220075758"
RALSTON AV,0,Lincoln Blvd,STONE ST,0,"0,031439394"
RALSTON ST,2014,Holloway Ave,ALVISO ST,2014,"0,083712121"
RAMSELL ST,2014,Holloway Ave,DE SOTO ST,2014,"0,034090909"
RANDALL ST,2005,San Jose Ave,BROOK ST,2017,"0,057765152"
RANDALL ST,2005,San Jose Ave,DOLORES ST,2017,"0,035984848"
RANDALL ST,2005,San Jose Ave,ROANOKE ST,2017,"0,475757576"
RANDALL ST,2005,San Jose Ave,SAINT MARYS AV,2017,"0,429734848"
RANDALL ST,2010,Chenery St,FAIRMOUNT ST,0,"0,119696970"
RANDOLPH ST,2011,19th Ave,MONTICELLO ST,0,"0,157954545"
RANDOLPH ST,2011,19th Ave,SAINT CHARLES AV,0,"0,083333333"
RANKIN ST,2004,Oakdale Ave,INDUSTRIAL ST,0,"0,251893939"
RANKIN ST,2006,Evans Ave,SELBY ST,0,"0,176136364"
RAUSCH ST,2005,Folsom St,HALLAM ST,2018,"0,007765152"
RAUSCH ST,2005,Folsom St,RODGERS ST,2018,"0,041287879"
RAUSCH ST,2005,Howard St,SUMNER ST,2018,"0,039393939"
RAWLES ST,0,Presidio Blvd,SHAFTER RD,0,"0,200378788"
RAYMOND AV,2005,Bay Shore Blvd,LELAND AV,0,"0,098106061"
RECYCLE RD,2012,Tunnel Ave,END:SOUTH,,"0,034848485"
REDWOOD ST,2005,Polk St,GOLDEN GATE AV,2019,"0,064772727"
REGENT ST,0,San Jose Ave,LIEBIG ST,0,"0,102651515"
REVERE AV,2005,Silver Ave,QUESADA AV,0,"0,114015152"
REVERE AV,2010,Keith St,SHAFTER AV,0,"0,106060606"
REVERE AV,2012,3rd St,SHAFTER AV,0,"0,112878788"
REX AV,2011,Portola Dr,MARNE AV,0,"0,089393939"
RHODE ISLAND ST,2017,17th St,DE HARO ST,,"0,106060606"
RICE ST,0,San Jose Ave,GOETHE ST,0,"0,099621212"
RICHARDSON AV,0,Francisco St,LYON ST,2015,"0,053409091"
RICKARD ST,2021,San Bruno Ave,GAVEN ST,,"0,038446970"
RIDGEWOOD AV,2012,Monterey Blvd,MONTECITO AV,0,"0,010606061"
RILEY AV,0,Sheridan Ave,LINCOLN BLVD,0,"0,1125"
RILEY AV,2005,Lincoln Blvd,TAYLOR RD,0,"0,082575758"
RINGOLD ST,2005,8th St,HERON ST,2017,"0,035037879"
RITCH ST,2010,Townsend St,CLYDE ST,0,"0,038636364"
RITCH ST,2019,Brannan St,ZOE ST,,"0,071590909"
RIVERA ST,2010,20th Ave,SANTIAGO ST,2020,"0,257196970"
RIVERA ST,2011,34th Ave,SANTIAGO ST,0,"0,256818182"
RIVERTON DR,2016,Ocean Ave,MIDDLEFIELD DR,,"0,096212121"
ROANOKE ST,2005,San Jose Ave, ,0,"0,099621212"
ROANOKE ST,2005,San Jose Ave,ARLINGTON ST,2017,"0,135227273"
ROANOKE ST,2010,Chenery St,NATICK ST,0,"0,221590909"
ROBERT KIRK LN,2010,Post St,GRANT AV,0,"0,097348485"
