From St,Install Yr,Street,To St,Update Yr,Miles
CARGO WY,2012,3rd St,BURKE AV,,"0,152462121"
CAROLINA ST,2017,17th St,WISCONSIN ST,,"0,106818182"
CARR ST,2012,Paul Ave,GOULD ST,2017,"0,119318182"
CARRIE ST,2010,Chenery St,DIAMOND ST,0,"0,135227273"
CARRIZAL ST,1999,Geneva Ave,SANTOS ST,0,"0,098106061"
CARROLL AV,2010,Arelious Walker Dr,EGBERT AV,0,"0,210227273"
CARROLL AV,2012,3rd St,DONNER AV,0,"0,110606061"
CASA WY,2012,Marina Blvd,SCOTT ST,0,"0,245075758"
CASTRO ST,2010,Chenery St,CARRIE ST,0,"0,025378788"
CASTRO ST,2010,Clipper St,DIAMOND ST,0,"0,243560606"
CASTRO ST,2010,Jersey St,DIAMOND ST,0,"0,243560606"
CASTRO ST,2011,17th St,COLLINGWOOD ST,0,"0,072537879"
CAYUGA AV,2010,Geneva Ave,BAYWOOD CT,0,"0,056439394"
CAYUGA AV,2010,Ocean Ave,WANDA ST,0,"0,115530303"
CAYUGA AVE,,Rousseau St,ALEMANY BLVD,,"0,061742424"
CAYUGA AVE,2010,Lyell St,ALEMANY BLVD,,"0,064772727"
CAYUGA AVE,2010,Ocean Ave,SANTA YNEZ AVE,0,"0,05"
CEDAR ST,1999,Polk St,POST ST,2019,"0,065530303"
CEDRO AV,2006,Ocean Ave,APTOS AV,0,"0,089015152"
CENTRAL AV,0,McAllister St,MASONIC AV,0,"0,187878788"
CENTRAL AV,2006,Page St,MASONIC AV,0,"0,188257576"
CENTRAL AV,2019,,LYON ST,,"0,091477273"
CENTRAL AV,2019,,MASONIC AV,,"0,093560606"
CENTRAL AVE,2003,Golden Gate Ave,MASONIC AVE,0,"0,1875"
CENTRAL AVE,2020,Fell St,MASONIC AVE,,"0,093560606"
CENTRAL MAGAZINE RD,,Bay Area Ridge Trail,PARK BLVD,,"1,045075758"
CENTRAL MAGAZINE RD,,Washington Blvd,COMPTON RD,,"0,564015152"
CERVANTES BLVD,0,Alhambra St,MALLORCA WY,2015,"0,096969697"
CESAR CHAVEZ ST,,Bayshore Blvd,MARIN ST,,"0,220075758"
CESAR CHAVEZ ST,2005,Guerrero St,27TH ST,2017,"0,119318182"
CESAR CHAVEZ ST,2011,Illinois St,MARIN ST,0,"0,174621212"
CESAR CHAVEZ ST,2015,Folsom St,KAMILLE CT,,"0,038825758"
CHABOT TER,2003,Golden Gate Ave,TEMASCAL TER,0,"0,098484848"
CHABOT TERR,1999,Turk St,TEMESCAL TERR,0,"0,098484848"
CHAIN OF LAKES ACCESS RD,0,Chain Of Lakes Dr,FULTON ST,2016,"0,045643939"
CHAIN OF LAKES ACCESS RD,2012,Martin Luther King Jr Dr,MCCLAINS BEND,0,"0,369696970"
CHAIN OF LAKES DR,0, ,MARTIN LUTHER KING JR DR,0,"0,316287879"
CHAIN OF LAKES DR,0,Chain Of Lakes Rd,CHAIN OF LAKES DR,2016,"0,063257576"
CHAIN OF LAKES DR,0,John F Kennedy Dr,CHAIN OF LAKES DR,0,"0,160984848"
CHAIN OF LAKES DR,0,John F Kennedy Dr,MCCLAINS BEND,0,"0,510984848"
CHANCERY LN,2006,Alemany Blvd,NIAGARA AVE,0,"0,080303030"
CHANNEL,2019,Mission Bay Circle,MISSION BAY BLVD NORTH,,"0,013068182"
CHANNEL ST,0,4th St,CHANNEL ST,0,"0,057575758"
CHANNEL ST,0,4th St,UNNAMED #13,0,"0,067424242"
CHANNEL ST,1999,7th St,HOOPER ST,,"0,033143939"
CHANNEL ST,1999,7th St,HOOPER ST,2019,"0,033143939"
CHANNEL ST,1999,7th St,HOOPER ST,2020,"0,068181818"
CHANNEL ST,2010,3rd St,TERRY FRANCOIS ST,2020,"0,063636364"
CHANNEL ST,2011,4th St,LONG BRIDGE ST,0,"0,120833333"
CHARLES J BRENHAM PL,0,McAllister St,MARKET ST,0,"0,124621212"
CHARLES J BRENHAM PL,2006,Market St,LEAVENWORTH ST,0,"0,343939394"
CHARLES J. BRENHAM PL,0,McAllister St,LEAVENWORTH ST,,"0,029356061"
CHARLES J. BRENHAM PL,0,McAllister St,LEAVENWORTH ST,2017,"0,029356061"
CHARLES ST,2010,Chenery St,MIGUEL ST,0,"0,239015152"
CHARTER OAK AV,2005,Silver Ave,ELMIRA ST,0,"0,116287879"
CHATTANOOGA ST,2010,Jersey St,CHURCH ST,0,"0,121212121"
CHENERY ST,0,30th St,CHURCH ST,0,"0,077272727"
CHENERY ST,2010,Diamond St,WILDER ST,0,"0,035227273"
CHENERY ST,2010,Miguel St,ARLINGTON ST,0,"0,094696970"
CHERRY ST,2010,Jackson St,ARGUELLO BLVD,2016,"0,226136364"
CHERRY ST,2012,Sacramento St,ARGUELLO BLVD,2016,"0,264015152"
CHESTER AV,2011,19th Ave,RANDOLPH ST,0,"0,120075758"
CHESTNUT ST,0,Octavia St,FRANCISCO ST,2015,"0,129924242"
CHESTNUT ST,1999,Lyon St,FRANCISCO ST,0,"0,129924242"
CHESTNUT ST,1999,Polk St,FRANCISCO ST,0,"0,128787879"
CHESTNUT ST,1999,The Embarcadero,BAY ST,2019,"0,321969697"
CHESTNUT ST,2005,Columbus Ave,HOUSTON ST,0,"0,082575758"
CHILTON AV,2011,Bosworth St,BURNSIDE AV,2017,"0,098295455"
CHINA BASIN ST,2011,4th St,MISSION BAY BLVD,0,"0,122727273"
CHURCH ST,,17th St,SANCHEZ ST,2018,"0,243560606"
CHURCH ST,0,30th St,CHURCH ST,0,"0,035984848"
CHURCH ST,0,30th St,WHITNEY ST,2015,"0,113636364"
CHURCH ST,0,Cesar Chavez St,SANCHEZ ST,2016,"0,244318182"
CHURCH ST,0,Duboce Ave,FILLMORE ST,0,"0,042613636"
CHURCH ST,0,Duboce Ave,FILLMORE ST,2012,"0,042613636"
CHURCH ST,1999,Market St,15TH ST,2016,"0,290530303"
CHURCH ST,2004,14th St,BELCHER ST,0,"0,122348485"
CHURCH ST,2004,14th St,MARKET ST,0,"0,034090909"
CHURCH ST,2010,Hermann St,WEBSTER ST,,"0,088636364"
CHURCH ST,2010,Jersey St,VICKSBURG ST,0,"0,121969697"
CIELITO DR,1999,Geneva Ave,ESQUINA DR,0,"0,075378788"
CIRCULAR AV,2010,Hearst Ave,BADEN ST,0,"0,114393939"
CLARA ST,2009,5th St,HARRISON ST,2015,"0,041477273"
CLARA ST,2009,5th St,HARRISON ST,2020,"0,041477273"
CLAREMONT BLVD,1999,Taraval St,LENOX WY,0,"0,115909091"
CLAREMONT BLVD,2011,Portola Dr,SANTA CLARA AV,,"0,122537879"
CLARENCE PL,2010,Townsend St,3RD ST,0,"0,083333333"
CLARENDON AV,1999,Laguna Honda Blvd,PLAZA ST,2017,"0,207007576"
CLARENDON AV,1999,Laguna Honda Blvd,PLAZA ST,2019,"0,207007576"
CLARION AL,1999,Valencia St,SYCAMORE ST,0,"0,046590909"
CLAUDE LN,2010,Sutter St,GRANT AV,0,"0,065909091"
CLAY ST,0,Stockton St,WASHINGTON ST,0,"0,123106061"
CLAY ST,1999,Arguello Blvd,LAKE ST,2016,"0,083712121"
CLAY ST,2005,Polk St,WASHINGTON ST,2019,"0,122348485"
CLAY ST,2006,Presidio Blvd,SACRAMENTO ST,0,"0,123484848"
CLAY ST,2009,Sansome St,MERCHANT ST,0,"0,065151515"
CLAY ST,2010,Cherry St,SACRAMENTO ST,2016,"0,123106061"
CLAY ST,2010,Montgomery St,MERCHANT ST,0,"0,028030303"
CLAY ST,2010,Steiner St,WASHINGTON ST,0,"0,123106061"
CLAY ST,2010,Taylor St,WASHINGTON ST,0,"0,124242424"
CLAY ST,2010,Webster St,WASHINGTON ST,0,"0,122727273"
CLAYTON ST,2005,Parnassus Ave,BELVEDERE ST,0,"0,089393939"
CLAYTON ST,2006,Page St,COLE ST,0,"0,181818182"
CLAYTON ST,2010,Corbett Ave,IRON AL,0,"0,247727273"
CLAYTON ST,2020,Fell St,COLE ST,,"0,091098485"
CLEARFIELD DR,0,Gellert Dr,EVERGLADE DR,0,"0,243560606"
CLEARFIELD DR,0,Lake Merced Blvd,MIDDLEFIELD DR,0,"0,507954545"
CLEARFIELD DR,2010,Ocean Ave,MORNINGSIDE DR,2016,"0,093181818"
CLEARFIELD DR,2016,Ocean Ave,WESTMOORLAND DR,,"0,092803030"
CLEMENT ST,0,15th Ave,TACOMA ST,0,"0,095454545"
CLEMENT ST,1999,Arguello Blvd,GEARY BLVD,2016,"0,267045455"
CLEMENT ST,2001,Legion Of Honor Dr,EL CAMINO DEL MAR,0,"0,892803030"
CLEMENT ST,2005,8th Ave,GEARY BLVD,0,"0,265909091"
CLEMENT ST,2010,23rd Ave,GEARY BLVD,0,"0,267045455"
CLEMENT ST,2010,34th Ave,GEARY BLVD,0,"0,266287879"
CLEMENT ST,2013,42nd Ave,POINT LOBOS AV,0,"0,216666667"
CLEMENTINA ST,0,2nd St,FOLSOM ST,2019,"0,082196970"
CLEMENTINA ST,1999,8th St,FOLSOM ST,2017,"0,042424242"
CLEMENTINA ST,2009,5th St,FOLSOM ST,2015,"0,041856061"
CLEMENTINA ST,2009,5th St,FOLSOM ST,2020,"0,041856061"
CLEVELAND ST,1999,7th St,HARRISON ST,2020,"0,077083333"
CLIFFORD TERR,0,Ashbury St,DOWNEY ST,0,"0,081439394"
CLINTON PARK,1999,Valencia St,BROSNAN ST,2019,"0,072348485"
CLIPPER ST,2009,Diamond Heights Blvd,PORTOLA DR,0,"0,120075758"
CLIPPER ST,2010,Sanchez St,26TH ST,0,"0,110227273"
CLIPPER TERR,2009,Clipper St,HIGH ST,2020,"0,117424242"
CLYDE ST,2010,Townsend St,LUSK LN,0,"0,049621212"
COASTAL TRAIL,,Battery East Trail,,,"0,191477273"
COASTAL TRAIL,,Golden Gate Promenade Trail,,,"0,009280303"
COLBY ST,0,Silver Ave,COLBY ST,0,"0,039772727"
COLBY ST,1999,Mansell St,UNIVERSITY ST,,"0,057007576"
COLBY ST,2005,Silver Ave,DUNSMUIR ST,0,"0,036742424"
COLE ST,2005,Parnassus Ave,SHRADER ST,0,"0,160227273"
COLE ST,2006,Page St,SHRADER ST,0,"0,182575758"
COLE ST ,2020,Fell St,SHRADER ST,,"0,091477273"
COLIN P KELLY JR,0,Townsend St,2ND ST,2016,"0,119696970"
COLIN P KELLY JR ST,2019,Brannan St,2ND ST,,"0,118939394"
COLLINGWOOD ST,0,Market St,CASTRO ST,0,"0,137121212"
COLLINGWOOD ST,2011,17th St,DIAMOND ST,0,"0,049621212"
COLLINS ST,2015,Euclid St,LAUREL ST,,"0,098863636"
COLLINS ST,2021,Anza Street,JEAN WAY,,"0,057196970"
COLON AV,2012,Monterey Blvd,PLYMOUTH AV,0,"0,101136364"
COLUMBIA SQUARE ST,1999,Folsom St,RUSS ST,2018,"0,022159091"
COLUMBUS AV,0,Broadway,GRANT AV,0,"0,038636364"
COLUMBUS AV,2010,North Point St,LEAVENWORTH ST,0,"0,0375"
COMMERCIAL ST,2009,Sansome St,CLAY ST,0,"0,057575758"
COMMERCIAL ST,2010,Battery St,CLAY ST,0,"0,030681818"
COMMONWEALTH AV,2015,Euclid St,PARKER AV,,"0,120075758"
COMPTON RD,0,Washington Blvd,BATTERY CAULFIELD RD,0,"0,111742424"
COMPTON RD,2010,Washington Blvd,PARK BLVD,0,"0,347348485"
CONGDON ST,2005,Silver Ave,NAPLES ST,0,"0,073863636"
CONGDON ST,2011,Alemany Blvd,STONYBROOK AVE,0,"0,245833333"
CONGO ST,2010,Hearst Ave,DETROIT ST,0,"0,25"
CONKLING ST,2005,Silver Ave,SANTA FE AV,0,"0,035227273"
CONNECTICUT ST,2012,Cesar Chavez St,EVANS AV,0,"0,110984848"
CONNECTICUT ST,2017,17th St,MISSOURI ST,,"0,106060606"
CONSERVATORY ACCESS RD,0,John F Kennedy Dr,NANCY PELOSI DR,0,"0,110606061"
CONSERVATORY ACCESS RD,2012,John F Kennedy Dr,MIDDLE EAST  DR,0,"0,107575758"
CONSERVATORY EAST DR,2012,John F Kennedy Dr,CONSEVATORY ACCESS  RD,0,"0,150757576"
CONSERVATORY WEST DR,2012,John F Kennedy Dr,UNNAMED #172,0,"0,295075758"
CONTINUUM ALY,2016,Golden Gate Ave,LEAVENWORTH ST,2021,"0,045265152"
COOK ST,2021,Anza Street,BLAKE ST,,"0,113636364"
COPPER AL,2010,Corbett Ave,GRAYSTONE TERR,0,"0,110984848"
CORBETT AV,2010,Corbett Ave,MARKET ST,0,"0,039015152"
CORBETT AV,2011,Portola Dr,BURNETT AV,,"0,500378788"
CORBIN PL,0,Corbett Ave,DANVERS ST,0,"0,138257576"
CORNWALL ST,1999,Arguello Blvd,EUCLID AV,2016,"0,170075758"
CORONA ST,2014,Holloway Ave,VERNON ST,2014,"0,050378788"
CORTES AV,1999,Taraval St,MADRONE AV,0,"0,089772727"
CORTLAND AV,2012,Bayshore Blvd,WATERLOO ST,0,"0,043560606"
COTTAGE RW,0,Sutter St,FILLMORE ST,0,"0,110984848"
COTTER ST,2006,Alemany Blvd,FRANCIS ST,0,"0,095454545"
COWELL,2019,Vallejo St,BATTERY,,"0,067045455"
COWLES ST,,Presidio Promenade Trail,MCDOWELL ST,,"0,296590909"
COWLES ST,0,Lincoln Blvd,STOREY AV,0,"0,128030303"
CRANE ST,2012,Paul Ave,WHEAT ST,2017,"0,098106061"
CRANLEIGH DR,2012,Sloat Blvd,LAGUNITAS DR,0,"0,094318182"
CRAUT ST,2005,Silver Ave,MADRID ST,0,"0,068939394"
CRESCENT AV,2010,Murray St,RICHLAND AV,0,"0,099242424"
CRESCENT AVE,2020,Putnam St,ALEMANY BLVD,,"0,029734848"
CRESCENT AVE ,2020,Putnam St,ALEMANY BLVD,,"0,029734848"
CRISP RD,2010,Palou Ave,GRIFFITH ST,0,"0,039772727"
CRISP RD,2010,Palou Ave,HAWES ST,0,"0,211742424"
CRISSY FIELD AV,0, ,MASON ST,0,"0,039772727"
CRISSY FIELD AV,0,Lincoln Blvd,ARMISTEAD RD,0,"0,046590909"
CRISSY FIELD AV,0,Mcdowell Ave,COWLES ST,0,"0,111363636"
CRISSY FIELD AV,1999,Lincoln Blvd,PATTEN RD,0,"0,056060606"
CRISSY FIELD AV,1999,Lincoln Blvd,UNNAMED #144,0,"0,075"
CUESTA CT,2010,Corbett Ave,CORBETT AV,0,"0,056439394"
CUNNINGHAM PL,1999,Valencia St,20TH ST,0,"0,120833333"
CUSTER AV,,3rd St,PHELPS ST,,"0,015719697"
CUSTER AV,2012,3rd St,DAVIDSON AV,,"0,053977273"
CYRIL MAGNIN CT,2006,Market St,MASON ST,0,"0,137121212"
DAGGETT ST,1999,7th St,16TH ST,2019,"0,120075758"
DAGGETT ST,2021,16th St,MISSOURI ST,,"0,100946970"
DANVERS ST,0,Corbett Ave,MARS ST,0,"0,120454545"
DARIEN WY,2010,San Benito Wy,UPLAND DR,0,"0,179924242"
DARTMOUTH ST,1999,Mansell St,COLBY ST,,"0,056439394"
DARTMOUTH ST,2005,Silver Ave,BOWDOIN ST,0,"0,079166667"
DAVIS ST,2005,Broadway,FRONT ST,0,"0,130681818"
DAVIS ST,2005,Broadway,THE EMBARCADERO,0,"0,126136364"
DAVIS ST,2006,Market St,FRONT ST,0,"0,135606061"
DAVISON AV,2012,3rd St,EVANS AV,0,"0,118181818"
DAVISON AV,2012,Phelps St,EVANS AV,0,"0,106060606"
DAY ST,2005,San Jose Ave,29TH ST,2017,"0,061174242"
DAY ST,2010,Sanchez St,30TH ST,0,"0,110606061"
DAY ST,2012,Dolores St,30TH ST,,"0,115530303"
DE BOOM ST,0,2nd St,BRANNAN ST,2021,"0,083333333"
DE HARO ST,2017,17th St,CAROLINA ST,,"0,106060606"
DE LONG ST,0,Crystal St,ALEMANY BLVD,0,"0,092045455"
DE SOTO ST,2014,Holloway Ave,ARCH ST,2014,"0,065530303"
DEARBORN ST,2011,17th St,GUERRERO ST,0,"0,096969697"
DEEMS RD,2009,Washington Blvd,ARGUELLO BLVD,0,"0,348863636"
DEL SUR AV,2011,Portola Dr,REX AV,0,"0,240909091"
DEL VALE AV,0,O'Shaughnessy Blvd,MALTA AV,0,"1,893181818"
DELANCEY ST,2019,Brannan St,COLIN P KELLEY JR ST,,"0,225757576"
DELANO AV,2010,Geneva Ave,CAYUGA AV,0,"0,223863636"
DELANO AV,2010,Ocean Ave,SAN JOSE AV,0,"0,162121212"
DEMING ST,2010,Clayton St,PEMBERTON PL,0,"0,215909091"
DENSLOWE DR,2011,Holloway Ave,19TH AV,0,"0,077651515"
DETROIT ST,2010,Hearst Ave,EDNA ST,0,"0,249242424"
DEWEY BLVD,2010,Laguna Honda Blvd,WOODSIDE AV,0,"0,087878788"
DIAMOND ST,0,Market St,COLLINGWOOD ST,0,"0,120833333"
DIAMOND ST,2010,23rd St,EUREKA ST,0,"0,114015152"
DIAMOND ST,2010,Clipper St,DOUGLASS ST,,"0,239772727"
DIAMOND ST,2010,Clipper St,DOUGLASS ST,0,"0,011742424"
DIAMOND ST,2010,Monterey Blvd,JOOST AV,0,"0,068560606"
DIAMOND ST,2011,17th St,EUREKA ST,0,"0,059090909"
DIAMOND ST,2011,Bosworth St,BROMPTON AV,,"0,100946970"
DIVISADERO,1999,Grove St,SCOTT,0,"0,092613636"
DIVISADERO ST,0,Francisco St,BRODERICK ST,2015,"0,185227273"
DIVISADERO ST,0,McAllister St,BRODERICK ST,0,"0,184090909"
DIVISADERO ST,1999,Fulton St,BRODERICK ST,0,"0,184848485"
DIVISADERO ST,2000,Post St,ERKSON CT,0,"0,051893939"
DIVISADERO ST,2003,Fell St,BRODERICK ST,2017,"0,092424242"
DIVISADERO ST,2004,Page St,BRODERICK ST,0,"0,184469697"
DIVISADERO ST,2009,Greenwich St,BRODERICK ST,0,"0,185227273"
DIVISADERO ST,2009,Hayes St,BRODERICK ST,0,"0,184848485"
DIVISADERO ST,2010,Clay St,BRODERICK ST,0,"0,185227273"
DIVISADERO ST,2012,Marina Blvd,BRODERICK ST,0,"0,184848485"
DIVISADERO ST,2013,Oak St,BRODERICK ST,2017,"0,092424242"
DIVISION ST,2010,Henry Adams St,ALAMEDA ST,0,"0,164015152"
DIVISION ST,2011,Potrero Ave,ALAMEDA ST,0,"0,126136364"
DIVISION ST,2017,Bryant St,ALAMEDA ST,,"0,121212121"
DIXIE ST,2010,Corbett Ave,ARGENT AL,0,"0,193939394"
DODGE PL,2018,Turk St,HYDE ST,,"0,071401515"
DOLORES ST,0,30th St,CHENERY ST,0,"0,173484848"
DOLORES ST,0,Cesar Chavez St,CHURCH ST,2016,"0,25"
DOLORES ST,2000,14th St,LANDERS ST,0,"0,064393939"
DOLORES ST,2000,Market St,14TH ST,2016,"0,132386364"
DOLORES ST,2000,Market St,14TH ST,2019,"0,132386364"
DOLORES ST,2005,San Jose Ave,30TH ST,2017,"0,104356061"
DOLORES ST,2005,San Jose Ave,DOLORES ST,2017,"0,039583333"
DOLORES ST,2010,22nd St,CHATTANOOGA ST,0,"0,129166667"
DOLORES ST,2011,17th St,ABBEY ST,0,"0,103030303"
DON CHEE WAY,2010,Steuart St,MISSION ST,,"0,105303030"
DONAHUE ST,0,Gilman Ave,EARL ST,0,"0,25"
DONAHUE ST,0,Innes Ave,EARL ST,0,"0,281439394"
DONNER AV,2012,3rd St,EGBERT AV,0,"0,109848485"
DONNER AV,2014,Bayshore Blvd,BACON ST,0,"0,091477273"
DONNER AV,2014,Bayshore Blvd,BACON ST,2017,"0,091477273"
DORADO TERR,2006,Ocean Ave,ASHTON AV,0,"0,118181818"
DORCHESTER WY,2009,Claremont Blvd,ULLOA ST,0,"0,157196970"
DORE ST,2000,Folsom St,10TH ST,2018,"0,046212121"
DORE ST,2000,Howard St,GRACE ST,2018,"0,013446970"
DORE ST,2019,Brannan St,DIVISION ST,,"0,065909091"
DOUGLASS ST,0,Corbett Ave,ORD ST,0,"0,089393939"
DOUGLASS ST,0,Market St,EUREKA AT,0,"0,121590909"
DOUGLASS ST,2009,Clipper St,GRAND VIEW AV,0,"0,482575758"
DOUGLASS ST,2012,21st St,WORTH ST,0,"0,131818182"
DOUGLASS ST,2012,23rd St,EUREKA ST,0,"0,124621212"
DOW PL,0,2nd St,HARRISON ST,2021,"0,114015152"
DOWNEY ST,0,Ashbury St,CLAYTON ST,0,"0,146969697"
DOWNEY ST,0,Waller St,CLAYTON ST,0,"0,004166667"
DOWNEY ST,2010,Waller St,CLAYTON ST,,"0,091287879"
DRIVEWAY,,Moraga Ave,ARGUELLO BLVD,,"0,033333333"
DRIVEWAY,,Moraga Ave,MONTGOMERY ST,,"0,075"
DRUMM ST,2006,Market St,MAIN ST,0,"0,031060606"
DRUMMOND AL,2005,Quint St,PALOU AV,0,"0,053030303"
DUBOCE AV,0,Steiner St,HERMANN ST,2012,"0,101515152"
DUBOCE AV,2000,Market St,DOLORES ST,2016,"0,049621212"
DUBOCE AV,2000,Market St,DOLORES ST,2019,"0,049621212"
DUBOCE AV,2000,Valencia St,CLINTON PARK,2019,"0,081439394"
DUBOCE AV,2010,Church St,HERMANN ST,,"0,123863636"
DUBOCE AV,2010,Sanchez St,14TH ST,0,"0,238636364"
DUNCAN ST,2005,Guerrero St,28TH ST,2017,"0,110606061"
DUNCAN ST,2010,Sanchez St,28TH ST,0,"0,109848485"
DUNCAN ST,2012,Tiffany Ave,29TH ST,0,"0,389393939"
DUNCAN ST,2012,Tiffany Ave,VALENCIA ST,2016,"0,027272727"
DUNSHEE ST,2000,Oakdale Ave,QUINT ST,2015,"0,111363636"
DUNSMUIR ST,2005,Silver Ave,DARTMOUTH ST,0,"0,077651515"
EARL ST,0,Gilman Ave,FITCH ST,0,"0,253409091"
EARL ST,0,Innes Ave,FITCH ST,0,"0,253030303"
ECKER ST,2000,Folsom St,ESSEX ST,2020,"0,058712121"
EDDY ST,2000,Polk St,WILLOW ST,2019,"0,065151515"
EDDY ST,2000,Webster St,ELLIS ST,,"0,129166667"
EDDY ST,2010,Steiner St,ELLIS ST,0,"0,130303030"
EDIE RD,,Girard Rd,GORGAS AVE,,"0,149242424"
EDINBURGH ST,2000,Geneva Ave,NAPLES ST,0,"0,102651515"
EDINBURGH ST,2005,Silver  Ave,CONGDON ST,0,"0,050378788"
EDNA ST,2010,Hearst Ave,FOERSTER ST,0,"0,250378788"
EDWARD ST,2000,Arguello Blvd,BALBOA ST,2016,"0,104166667"
EGBERT AV,2010,Arelious Walker Dr,FITZGERALD AV,0,"0,103030303"
EGBERT AV,2012,3rd St,FITZGERALD AV,0,"0,109848485"
EGBERT AVE,,Egbert Ave,GIANTS DR,,"0,075757576"
EL CAMINO DEL MAR,,El Camino Del Mar,30TH AV,,"0,102462121"
EL CAMINO DEL MAR,0,30th Ave,LAKE ST,2015,"0,160984848"
EL CAMINO DEL MAR,2000,25th Ave,LAKE ST,0,"0,257954545"
ELIZABETH ST,2010,Diamond St,24TH ST,0,"0,111742424"
ELK ST,2011,Bosworth St,BOSWORTH ST,2017,"0,285795455"
ELK ST,2011,Bosworth St,BURNSIDE AV,2017,"0,140909091"
ELLIS ST,2000,Polk St,OLIVE ST,2019,"0,065909091"
ELLIS ST,2000,Webster St,O FARRELL ST,,"0,131060606"
ELLIS ST,2006,Market St,CYRIL MAGNIN CT,0,"0,344318182"
ELLIS ST,2010,Steiner St,O FARRELL ST,0,"0,130303030"
ELLSWORTH ST,0,Crescent Ave,GATES ST,0,"0,068181818"
ELLSWORTH ST,2011,Alemany Blvd,ALEMANY BLVD,0,"0,253787879"
ELM ST,2000,Polk St,TURK ST,2019,"0,064772727"
ELMIRA ST,2005,Silver Ave,LEDYARD ST,0,"0,090909091"
ELMIRASOL PL,2011,Sloat Blvd,EVERGLADE DR,2012,"0,331818182"
ENTERPRISE ST,2012,Folsom St,17TH ST,0,"0,139393939"
ERIE ST,2012,Folsom St,14TH ST,0,"0,113636364"
ERKSON CT,2000,Post St,BRODERICK ST,0,"0,132575758"
ESCONDIDO AV,2011,34th Ave,SLOAT BLVD,0,"0,098484848"
ESQUINA DR,2000,Geneva Ave,CARRIZAL ST,0,"0,080303030"
ESSEX ST,2000,Folsom St,2ND ST,2016,"0,081818182"
ESSEX ST,2020,Folsom St,2ND ST,,"0,081818182"
ESTERO AV,0,Lunado Wy,LUNADO CT,0,"0,305681818"
EUCALYPTUS DR,0,20th Ave,WINSTON DR,0,"0,135984848"
EUCALYPTUS DR,2010,Clearfield Dr,GELLERT DR,0,"0,152651515"
EUCLID AV,2000,Arguello Blvd,CLEMENT ST,2016,"0,088257576"
EUREKA ST,0,17th St,DOUGLASS ST,0,"0,117803030"
EUREKA ST,0,Market St,DIAMOND ST,0,"0,119318182"
EUREKA ST,2012,21st St,DOUGLASS ST,0,"0,120833333"
EVANS AV,2004,Phelps St,FAIRFAX AV,0,"0,105681818"
EVANS AV,2012,03RD ST,FAIRFAX AV,0,"0,120454545"
EVANS AV,2012,Cesar Chavez St,KANSAS ST,0,"0,524621212"
EVELYN WY,2011,Portola Dr,UNNAMED #39,0,"0,045833333"
EVERGLADE DR,0,Gellert Dr,MIDDLEFIELD DR,0,"0,285984848"
EVERGLADE DR,2012,Sloat Blvd,LAKESHORE PZ,2017,"0,163257576"
EVERGLADE DR,2016,Ocean Ave,SPRINGFIELD DR,,"0,094696970"
EWING TERR,,Masonic Ave,TURK ST,2018,"0,215340909"
EXECUTIVE PARK BLVD,0,Harney Wy,THOMAS MELLON CIR,0,"0,264772727"
EXETER ST,2012,Paul Ave,CRANE ST,2017,"0,099242424"
FAIR OAKS ST,2010,22nd St,QUANE ST,0,"0,058333333"
FAIRFAX AV,2004,Phelps St,GALVEZ AV,0,"0,106439394"
FAIRFAX AV,2012,03RD ST,GALVEZ AV,0,"0,115719697"
FAIRFIELD WY,2006,Ocean Ave,VICTORIA ST,0,"0,045454545"
FAIRMOUNT ST,2010,Chenery St,CHARLES ST,0,"0,087121212"
FALMOUTH ST,2000,Folsom St,6TH ST,2018,"0,091477273"
FARRAGUT AV,2000,Alemany Blvd,LAURA ST,0,"0,085606061"
FAXON AV,0,Holloway Ave,JULES AV,0,"0,111363636"
FAXON AV,2006,Ocean Ave,FAXON AV,0,"0,031818182"
FAXON AV,2006,Ocean Ave,JULES AV,0,"0,110606061"
FAXON AV,2012,Monterey Blvd,UNNAMED #7,0,"0,030492424"
FEDERAL ST,0,2nd St,SOUTH PARK,2021,"0,0375"
FELL ST,0,Baker St,HAYES ST,0,"0,130303030"
FELL ST,0,Masonic Ave,OAK ST,0,"0,127651515"
FELL ST,2006,Octavia St,LINDEN ST,0,"0,065151515"
FELL ST,2006,Scott St,HAYES ST,0,"0,129924242"
FERN ST,2004,Polk St,BUSH ST,2019,"0,066666667"
FILBERT,2019,Battery St,GREENWICH,,"0,064962121"
FILBERT,2019,Sansome St,GREENWICH,,"0,064962121"
FILBERT ST,0,Octavia St,GREENWICH ST,2015,"0,129924242"
FILBERT ST,2000,Polk St,GREENWICH ST,0,"0,129924242"
FILBERT ST,2005,Columbus Ave,GREENWICH ST,0,"0,168939394"
FILBERT ST,2010,Steiner St,PIXLEY ST,0,"0,065151515"
FILLMORE ST,0,McAllister St,STEINER ST,0,"0,182196970"
FILLMORE ST,0,Sutter St,STEINER ST,0,"0,182575758"
FILLMORE ST,2000,Fulton St,STEINER ST,0,"0,182196970"
FILLMORE ST,2006,Duboce Ave,BELCHER ST,2012,"0,0375"
FILLMORE ST,2006,Page St,STEINER ST,0,"0,182954545"
FILLMORE ST,2009,Greenwich St,STEINER ST,0,"0,182575758"
FILLMORE ST,2010,Cervantes Blvd,ALHAMBRA ST,0,"0,051893939"
FILLMORE ST,2010,Cervantes Blvd,ALHAMBRA ST,2015,"0,051893939"
